p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,target
1309,2004,43,38,1262,31,43,13699,426,1973-08-01,191,59,Bangalore,Medium,82,76,71,Midfielder,20,19.939543089684598,3,4,0,584,67,1
1310,2005,48,192,1956,8,42,2410,341,1973-08-02,176,69,Chennai,Low,82,45,72,Defender,35,24.037768013079056,3,1,1,949,20,0
1311,2001,65,417,744,25,21,39526,398,1973-08-03,199,55,Chennai,High,33,59,56,Defender,31,29.988370811283794,2,1,0,723,46,1
1312,2022,43,219,326,35,21,11404,424,1973-08-04,165,80,Bangalore,Medium,77,74,54,Goalkeeper,24,20.324216412196847,2,4,0,419,11,0
1313,2020,91,284,468,26,33,35040,301,1973-08-05,157,98,Bangalore,Medium,40,56,76,Midfielder,21,20.130389559542415,3,3,1,576,51,0
1314,2018,6,447,2375,27,49,23462,67,1973-08-06,160,55,Chennai,Medium,89,40,77,Midfielder,38,20.649574458098684,1,3,0,174,65,0
1315,2013,9,91,507,21,49,8612,422,1973-08-07,164,57,Delhi,Low,53,51,74,Defender,18,26.6408041501297,1,1,0,91,98,0
1316,2023,68,260,77,2,13,20738,372,1973-08-08,199,55,Delhi,Low,40,68,91,Forward,37,20.47544589290638,3,4,0,979,66,1
1317,2001,12,429,1404,27,1,47386,404,1973-08-09,195,81,Bangalore,Medium,84,30,70,Forward,33,19.54080499654932,2,3,0,795,43,1
1318,2022,68,76,1738,21,48,26082,154,1973-08-10,150,69,Delhi,High,63,41,69,Goalkeeper,18,25.555249097188614,1,2,0,120,71,0
1319,2001,29,349,1706,7,31,14202,330,1973-08-11,187,85,Mumbai,Low,78,64,93,Midfielder,28,29.33090083631101,3,3,0,486,97,1
1320,2009,9,48,1515,27,39,44375,310,1973-08-12,177,62,Bangalore,High,87,40,94,Midfielder,25,18.7439778589013,1,3,1,884,5,1
1321,2009,78,181,2892,36,11,4997,260,1973-08-13,156,79,Delhi,Low,36,60,73,Midfielder,28,28.568814283065763,1,3,1,577,27,0
1322,2003,27,252,1814,18,23,36408,96,1973-08-14,196,88,Bangalore,Low,68,86,78,Defender,27,18.700173649313697,2,1,1,309,9,1
1323,2024,16,370,689,32,21,20640,259,1973-08-15,177,51,Delhi,High,74,77,51,Forward,30,21.89887560785776,2,1,1,55,56,1
1324,2001,95,133,895,2,41,46110,248,1973-08-16,174,55,Hyderabad,Low,91,58,92,Forward,18,19.581829742892555,2,1,1,379,51,1
1325,2019,77,312,1612,2,25,34484,142,1973-08-17,185,91,Bangalore,Medium,95,39,87,Midfielder,29,28.636801330643085,3,3,1,205,71,0
1326,2024,2,303,2139,25,20,31963,68,1973-08-18,150,70,Mumbai,Medium,42,73,92,Goalkeeper,23,19.787925927645947,3,1,1,651,90,1
1327,2017,18,318,1382,4,36,33049,226,1973-08-19,185,82,Delhi,Low,71,74,66,Defender,38,24.508942305638868,3,4,0,924,90,1
1328,2002,90,156,379,11,20,39438,347,1973-08-20,197,51,Bangalore,Medium,93,46,74,Forward,33,21.41472492796394,2,2,0,735,67,1
1329,2000,3,113,2050,27,20,29907,338,1973-08-21,198,53,Delhi,Medium,85,68,65,Forward,21,21.149020906273822,3,1,0,940,8,0
1330,2002,10,84,407,31,4,44943,101,1973-08-22,162,95,Chennai,High,52,89,96,Defender,37,24.152946986425306,2,1,1,369,24,0
1331,2007,50,144,1997,5,0,20779,26,1973-08-23,199,89,Bangalore,High,50,30,51,Defender,28,21.990382689798594,1,1,0,621,66,0
1332,2024,90,380,1442,19,12,43372,275,1973-08-24,150,99,Bangalore,Low,49,42,89,Forward,39,24.697679183568646,2,3,1,801,77,0
1333,2014,46,250,371,32,12,946,257,1973-08-25,159,65,Hyderabad,Low,76,56,85,Defender,24,26.66654371489964,2,1,0,969,67,0
1334,2022,98,455,312,31,24,37398,351,1973-08-26,197,61,Hyderabad,Medium,34,30,63,Goalkeeper,21,24.541307327000474,2,3,1,698,68,1
1335,2000,70,417,2115,28,25,4468,494,1973-08-27,155,65,Bangalore,High,40,68,80,Midfielder,19,22.204129622880977,2,1,1,415,98,1
1336,2010,30,187,2034,2,4,29722,144,1973-08-28,182,78,Delhi,High,39,48,78,Midfielder,36,21.8670479192165,2,2,1,95,62,1
1337,2009,75,251,1982,14,14,14725,441,1973-08-29,184,59,Mumbai,Low,63,97,66,Midfielder,27,21.80802968587288,3,2,0,458,28,1
1338,2014,67,445,1049,28,1,14286,388,1973-08-30,167,70,Hyderabad,High,81,59,79,Goalkeeper,22,19.518421741302674,3,2,1,900,10,0
1339,2011,86,60,1850,28,36,48960,171,1973-08-31,167,60,Chennai,Medium,49,75,96,Midfielder,21,21.17385693576657,3,3,0,138,78,1
1340,2003,85,214,785,23,17,20733,144,1973-09-01,186,84,Bangalore,Medium,89,97,57,Goalkeeper,21,22.090605002179686,2,1,0,509,62,1
1341,2021,92,491,179,26,46,8500,348,1973-09-02,185,72,Hyderabad,Medium,97,83,57,Midfielder,23,29.806531079445172,3,3,0,795,84,0
1342,2010,57,89,868,3,22,14949,73,1973-09-03,167,82,Chennai,Low,77,69,63,Goalkeeper,20,29.581782024342047,1,3,1,870,92,1
1343,2007,71,278,2237,0,29,6184,341,1973-09-04,160,88,Hyderabad,Low,49,96,97,Midfielder,18,19.310863911538494,2,2,1,245,80,0
1344,2020,84,286,1545,35,31,48153,89,1973-09-05,179,57,Delhi,Low,76,88,62,Midfielder,18,25.552655238253102,3,3,1,386,56,0
1345,2021,77,325,2401,12,33,15667,421,1973-09-06,168,63,Bangalore,Medium,85,30,77,Goalkeeper,34,28.692483568211905,3,4,0,563,53,1
1346,2022,40,111,2290,7,33,40298,421,1973-09-07,175,74,Mumbai,Medium,83,44,91,Defender,37,19.193945542690216,2,2,0,986,84,0
1347,2016,62,469,1157,29,43,26107,126,1973-09-08,182,81,Hyderabad,Medium,40,87,77,Midfielder,18,25.45162227112072,1,1,1,937,32,1
1348,2012,55,171,2190,20,5,25897,322,1973-09-09,181,83,Hyderabad,High,91,47,98,Defender,23,20.561076412154875,1,4,0,32,70,1
1349,2003,24,0,194,36,4,13810,258,1973-09-10,199,52,Hyderabad,Low,62,38,96,Goalkeeper,34,24.91940562499775,1,2,1,974,97,0
1350,2005,75,490,2078,1,7,8568,82,1973-09-11,191,92,Mumbai,High,83,78,56,Forward,32,23.550546279668318,2,3,1,469,25,0
1351,2020,41,84,2547,11,0,24053,462,1973-09-12,156,63,Hyderabad,Low,55,42,54,Goalkeeper,34,27.92408327816402,1,1,1,660,14,0
1352,2015,38,340,2371,8,1,49799,80,1973-09-13,170,51,Chennai,High,65,39,63,Forward,35,29.220008044348962,2,2,0,998,7,0
1353,2017,88,78,2877,4,32,5952,8,1973-09-14,164,53,Delhi,Low,72,81,77,Midfielder,19,25.57493190633225,3,1,0,207,11,0
1354,2015,15,423,2101,29,7,241,29,1973-09-15,189,98,Mumbai,High,57,95,63,Forward,28,21.29462026202277,2,4,0,224,43,1
1355,2015,26,80,2865,15,35,11302,295,1973-09-16,177,61,Hyderabad,Low,71,92,97,Defender,19,21.456693941910203,2,3,1,98,3,0
1356,2010,24,358,2540,34,29,41635,281,1973-09-17,190,95,Chennai,Low,33,92,67,Goalkeeper,31,24.59371738879407,2,4,1,251,8,1
1357,2015,1,421,2969,27,42,30166,316,1973-09-18,179,71,Bangalore,Medium,76,88,92,Midfielder,22,29.535625661036207,1,2,0,374,98,1
1358,2014,41,327,936,32,17,1586,49,1973-09-19,173,81,Hyderabad,High,33,95,89,Goalkeeper,21,19.765475053651464,3,4,1,645,50,0
1359,2007,60,490,2307,35,22,7448,148,1973-09-20,190,78,Mumbai,High,42,50,86,Defender,36,19.446867564579517,2,2,0,740,14,0
1360,2009,85,479,1090,35,25,20544,316,1973-09-21,167,97,Mumbai,Medium,84,79,95,Goalkeeper,32,27.717539148328136,2,3,0,818,95,1
1361,2003,76,237,575,19,34,15830,412,1973-09-22,154,51,Bangalore,Medium,56,34,82,Midfielder,25,26.233087466684633,1,4,1,50,12,0
1362,2016,65,304,2961,24,27,5777,412,1973-09-23,153,55,Delhi,Low,60,68,79,Goalkeeper,24,29.810759830091552,1,3,1,369,69,0
1363,2020,33,45,1735,36,46,4856,12,1973-09-24,151,82,Bangalore,Medium,45,45,92,Defender,18,25.769743584968502,1,1,1,986,34,1
1364,2013,54,431,299,29,21,6903,220,1973-09-25,166,80,Delhi,Low,98,72,52,Defender,39,26.921322548249186,2,2,0,714,85,1
1365,2007,22,187,1207,19,22,11665,490,1973-09-26,188,90,Hyderabad,High,74,53,95,Defender,38,26.77595066752116,2,3,1,307,95,1
1366,2023,83,157,950,5,28,3313,105,1973-09-27,198,60,Mumbai,High,51,57,97,Defender,35,21.346789459100997,3,2,1,22,2,1
1367,2000,9,249,1980,12,21,12817,131,1973-09-28,165,84,Mumbai,Low,52,43,86,Goalkeeper,35,20.22628001804183,2,3,1,234,17,1
1368,2024,54,397,2155,18,27,35693,44,1973-09-29,157,52,Delhi,High,58,35,56,Defender,20,22.349399773085864,3,4,0,631,66,0
1369,2023,97,207,2583,8,42,34415,489,1973-09-30,180,58,Mumbai,Low,50,70,55,Forward,27,26.734479960520538,2,3,0,996,27,1
1370,2012,47,337,434,20,49,42175,11,1973-10-01,162,91,Delhi,High,30,76,96,Defender,23,22.13139419342488,2,2,1,811,50,1
1371,2004,88,27,1073,33,47,36050,228,1973-10-02,179,94,Chennai,Low,97,71,65,Midfielder,29,27.73197814894909,2,4,0,37,69,0
1372,2013,86,148,1788,32,3,6451,266,1973-10-03,152,63,Hyderabad,Medium,51,42,55,Goalkeeper,18,20.076922535733868,3,1,1,824,17,1
1373,2018,39,74,1966,16,11,19689,497,1973-10-04,165,60,Chennai,Low,55,91,52,Midfielder,35,27.609822920247694,1,3,1,53,9,0
1374,2020,32,160,1000,6,4,17967,43,1973-10-05,189,87,Bangalore,Low,55,62,66,Goalkeeper,31,21.236603348302452,3,3,0,487,34,0
1375,2010,7,94,1763,33,7,15703,406,1973-10-06,152,98,Delhi,High,86,57,53,Defender,38,19.556004485908822,3,4,0,248,0,0
1376,2017,52,493,1361,16,8,31000,150,1973-10-07,185,95,Delhi,High,95,32,73,Midfielder,33,18.501140187717187,3,2,0,213,58,1
1377,2010,3,375,1461,22,7,45424,277,1973-10-08,158,59,Bangalore,High,56,94,74,Goalkeeper,21,21.324718242098832,2,1,0,525,1,1
1378,2008,43,207,296,36,23,24313,127,1973-10-09,193,70,Bangalore,Medium,44,36,69,Defender,27,24.70312585818249,3,1,1,947,83,0
1379,2007,9,167,1553,23,47,45933,488,1973-10-10,194,88,Bangalore,High,47,38,95,Forward,24,29.66914055889101,1,4,1,588,99,1
1380,2008,15,396,1679,3,7,17871,194,1973-10-11,181,89,Delhi,Low,58,30,96,Forward,32,27.317797233201368,3,4,0,420,24,0
1381,2010,0,347,222,12,0,38788,145,1973-10-12,193,60,Bangalore,Medium,86,53,81,Midfielder,34,28.7707390926627,1,1,1,822,60,0
1382,2005,85,82,193,10,24,13551,417,1973-10-13,168,95,Chennai,Medium,55,95,78,Defender,31,24.98798678556512,1,3,0,117,14,1
1383,2013,35,43,2008,34,46,42050,356,1973-10-14,194,56,Delhi,Low,38,46,79,Forward,20,29.878820273094007,1,1,0,235,10,1
1384,2005,25,473,1216,17,16,1300,254,1973-10-15,173,86,Chennai,Medium,34,60,84,Midfielder,37,25.605297652864095,1,3,0,179,19,1
1385,2016,52,179,560,30,11,2862,447,1973-10-16,190,97,Hyderabad,Medium,38,77,62,Defender,20,27.512895505978317,1,1,1,198,56,1
1386,2007,94,452,1994,33,3,18136,371,1973-10-17,167,80,Delhi,Low,95,31,86,Midfielder,32,28.379977039381913,3,1,0,260,61,1
1387,2018,38,159,1375,31,23,11398,281,1973-10-18,184,68,Delhi,Medium,68,55,69,Forward,26,23.295047895236173,3,1,1,995,31,0
1388,2022,26,475,552,4,44,774,270,1973-10-19,162,71,Hyderabad,Medium,53,47,50,Midfielder,32,19.950058417389773,1,1,1,447,19,0
1389,2016,10,492,68,3,13,32905,352,1973-10-20,170,85,Delhi,High,52,75,72,Midfielder,19,23.10655459289702,2,3,0,41,74,1
1390,2003,75,119,249,14,49,20078,430,1973-10-21,177,62,Chennai,Medium,63,80,67,Forward,37,29.844262341300592,1,3,1,261,41,1
1391,2013,30,239,1024,30,7,18679,91,1973-10-22,173,79,Delhi,High,46,75,98,Midfielder,34,22.025956084725472,1,2,0,188,37,1
1392,2017,49,367,718,16,0,34744,340,1973-10-23,156,76,Hyderabad,High,44,57,60,Midfielder,29,24.194661659740078,3,4,0,790,61,0
1393,2013,39,446,1007,35,6,31291,124,1973-10-24,155,50,Hyderabad,High,95,76,73,Midfielder,37,24.24458348697938,3,2,0,689,51,1
1394,2024,67,137,64,1,11,12036,34,1973-10-25,183,53,Bangalore,High,46,80,91,Defender,22,23.06936995006942,3,4,0,946,81,0
1395,2014,41,385,904,22,25,32713,5,1973-10-26,197,66,Hyderabad,High,32,42,98,Goalkeeper,19,27.157230719864557,3,2,1,554,93,1
1396,2021,4,473,2607,23,27,28852,258,1973-10-27,161,97,Chennai,Low,68,83,98,Forward,32,29.90847194511109,1,1,1,806,83,0
1397,2024,94,58,1481,25,8,1877,463,1973-10-28,176,54,Chennai,Medium,91,83,54,Midfielder,36,25.68458604637803,3,2,0,650,34,0
1398,2015,87,93,2030,1,9,18739,262,1973-10-29,169,53,Delhi,Low,70,93,64,Defender,18,27.01556293529638,3,3,1,671,61,1
1399,2017,4,230,1643,16,41,3622,71,1973-10-30,154,52,Delhi,High,74,45,57,Forward,32,23.1743785644692,3,3,0,649,7,1
1400,2009,9,239,1793,9,6,33692,207,1973-10-31,192,92,Delhi,Medium,55,52,50,Goalkeeper,32,24.60476570592499,2,4,1,447,90,0
1401,2022,46,188,2851,12,19,17606,198,1973-11-01,197,55,Chennai,High,74,64,80,Forward,27,26.862599953790873,3,1,0,558,85,1
1402,2005,73,359,356,3,32,19660,132,1973-11-02,169,93,Chennai,Low,34,83,84,Forward,19,20.270740122411183,3,1,0,44,66,0
1403,2012,10,289,148,30,27,5107,96,1973-11-03,176,53,Bangalore,Low,83,43,81,Forward,24,26.07763464101295,3,2,0,26,99,0
1404,2024,52,39,2009,23,23,23011,359,1973-11-04,187,91,Hyderabad,Low,81,35,65,Forward,27,18.690953503468357,3,2,0,493,52,1
1405,2012,95,323,1732,36,31,24086,175,1973-11-05,160,85,Delhi,Medium,35,81,98,Forward,29,25.958110470070455,2,4,0,919,71,0
1406,2001,17,485,2001,9,26,36332,313,1973-11-06,152,57,Hyderabad,Low,62,55,61,Goalkeeper,31,19.417158624382992,2,4,1,549,92,1
1407,2008,84,335,2257,30,11,49132,478,1973-11-07,198,54,Bangalore,Medium,89,67,52,Goalkeeper,19,20.35942420749591,1,1,1,761,48,0
1408,2018,26,242,1774,9,17,26061,381,1973-11-08,191,88,Chennai,Low,60,65,64,Forward,21,21.505837603391242,3,2,0,11,39,1
1409,2014,78,63,2079,33,12,38087,121,1973-11-09,168,74,Delhi,Low,96,67,61,Goalkeeper,35,27.39339830879683,3,4,1,725,21,0
1410,2007,95,201,2657,33,48,22086,107,1973-11-10,177,61,Hyderabad,High,47,89,88,Goalkeeper,21,28.50006743434711,2,3,1,532,28,1
1411,2014,30,242,484,28,13,967,187,1973-11-11,160,57,Delhi,High,77,36,80,Defender,25,21.546725351592208,1,3,1,950,45,1
1412,2004,76,319,2619,29,26,35915,62,1973-11-12,152,69,Mumbai,Medium,59,31,92,Forward,26,22.3763653705144,3,2,0,331,35,0
1413,2011,9,99,953,11,9,828,382,1973-11-13,171,81,Hyderabad,High,94,61,74,Midfielder,29,28.539595871460747,3,4,0,267,16,1
1414,2019,36,425,1163,20,7,12460,446,1973-11-14,159,92,Mumbai,Low,96,58,74,Defender,39,22.20979480108847,3,4,0,885,98,0
1415,2005,17,226,951,2,1,66,110,1973-11-15,181,67,Chennai,High,70,41,54,Goalkeeper,37,23.952148008556748,2,2,0,411,8,0
1416,2018,17,14,150,21,42,7048,342,1973-11-16,186,84,Bangalore,High,86,82,96,Defender,33,27.010426274467846,2,1,0,367,56,1
1417,2004,14,386,511,17,0,35441,52,1973-11-17,189,95,Hyderabad,Low,42,35,72,Forward,29,25.93524814730056,3,1,0,169,27,1
1418,2017,61,48,2866,31,27,33753,269,1973-11-18,199,85,Hyderabad,Low,92,86,93,Forward,20,29.992654778708285,2,4,0,933,3,0
1419,2004,31,104,1213,21,20,20409,64,1973-11-19,186,61,Hyderabad,High,93,73,75,Goalkeeper,20,24.302059653052577,1,2,1,293,67,1
1420,2010,91,164,1898,20,49,20813,416,1973-11-20,161,75,Mumbai,Medium,72,31,77,Midfielder,28,24.089851206597448,1,1,1,71,11,0
1421,2011,69,436,900,36,40,15736,178,1973-11-21,158,61,Mumbai,Low,83,30,64,Forward,32,29.131591399910633,3,3,1,644,76,0
1422,2007,23,27,1320,25,19,33903,219,1973-11-22,186,91,Hyderabad,High,89,88,57,Goalkeeper,23,29.030659954059143,2,3,1,733,71,0
1423,2021,31,86,889,30,32,36647,377,1973-11-23,159,57,Delhi,High,91,89,62,Goalkeeper,31,26.06248765185301,2,4,1,227,84,1
1424,2003,43,446,1065,37,9,3753,51,1973-11-24,195,60,Mumbai,High,49,55,63,Midfielder,20,24.214204715657672,2,1,1,445,67,0
1425,2019,47,72,2269,0,13,1806,56,1973-11-25,158,68,Delhi,Medium,96,95,78,Forward,24,21.723340246884693,2,3,1,316,55,0
1426,2023,52,335,2054,32,0,45533,296,1973-11-26,158,65,Chennai,Medium,31,63,71,Midfielder,30,19.261539364985364,3,2,0,613,31,1
1427,2022,73,391,986,24,30,25403,269,1973-11-27,154,95,Mumbai,Medium,70,77,64,Forward,28,24.26619573925546,1,3,0,559,8,0
1428,2014,9,198,2410,26,11,1017,350,1973-11-28,158,73,Bangalore,Medium,78,49,70,Midfielder,29,21.175035533250544,3,3,1,478,22,1
1429,2002,65,226,2784,27,26,20836,69,1973-11-29,167,97,Hyderabad,Low,61,82,77,Midfielder,31,20.71406654700348,1,3,1,233,13,0
1430,2001,9,359,1820,27,10,27572,100,1973-11-30,160,96,Delhi,Medium,79,59,65,Midfielder,19,26.274792076811536,1,2,1,697,8,1
1431,2013,83,134,2109,37,49,11840,430,1973-12-01,183,87,Bangalore,Low,55,31,72,Goalkeeper,33,27.19842534285926,1,4,0,187,94,1
1432,2003,92,207,1013,1,26,18244,460,1973-12-02,173,83,Bangalore,Low,85,95,72,Forward,25,23.490206171620024,3,3,1,764,38,0
1433,2010,17,309,416,7,34,20523,406,1973-12-03,170,62,Hyderabad,Low,56,52,97,Forward,36,22.72496577990546,1,1,1,5,89,0
1434,2006,86,352,1314,33,2,30682,112,1973-12-04,193,92,Chennai,Low,79,33,56,Goalkeeper,35,29.161990889727612,3,2,0,412,83,0
1435,2009,52,418,2549,7,49,41121,21,1973-12-05,170,56,Delhi,Medium,80,71,53,Midfielder,33,21.223074512302595,1,2,1,689,94,1
1436,2010,80,449,324,2,34,33164,195,1973-12-06,162,94,Hyderabad,Low,77,94,71,Goalkeeper,38,24.634414394014485,2,2,1,992,2,0
1437,2002,18,399,225,8,0,33429,132,1973-12-07,179,67,Bangalore,High,34,65,68,Forward,31,19.365929199508706,1,4,1,303,12,1
1438,2012,4,319,2358,21,37,37105,398,1973-12-08,189,54,Mumbai,Medium,98,93,78,Defender,32,21.046425277947645,2,2,1,248,16,0
1439,2000,27,438,1516,17,30,3986,399,1973-12-09,198,77,Mumbai,High,86,53,60,Defender,25,18.77033160429583,2,1,0,459,66,0
1440,2009,29,380,2059,30,31,35638,120,1973-12-10,197,67,Hyderabad,Low,82,65,69,Goalkeeper,38,20.546562741734842,1,2,0,745,58,1
1441,2014,86,436,2477,31,22,20224,326,1973-12-11,191,60,Chennai,Medium,55,40,85,Goalkeeper,22,25.51304913891369,1,1,0,563,26,1
1442,2019,57,276,1733,5,27,5186,374,1973-12-12,195,67,Chennai,High,61,93,82,Goalkeeper,36,26.691842158918533,2,2,1,653,87,1
1443,2012,16,78,1393,35,8,41999,266,1973-12-13,187,63,Hyderabad,Low,94,43,71,Goalkeeper,23,29.09342334166685,1,2,1,767,35,0
1444,2021,8,335,2976,16,7,11289,140,1973-12-14,154,74,Chennai,High,77,33,97,Defender,25,22.62364026317683,2,2,0,430,74,0
1445,2021,59,342,1491,28,31,19192,141,1973-12-15,172,52,Bangalore,High,68,95,88,Goalkeeper,22,24.789326116531853,2,3,1,310,72,1
1446,2018,81,400,1176,3,21,37263,112,1973-12-16,177,79,Hyderabad,Medium,88,81,86,Midfielder,21,21.348333658149887,3,1,0,808,11,1
1447,2024,68,466,1538,12,24,46139,64,1973-12-17,151,89,Mumbai,Low,84,41,67,Goalkeeper,18,23.855115532221536,1,1,1,308,9,1
1448,2001,2,129,2035,1,14,2397,407,1973-12-18,153,78,Bangalore,Medium,85,48,64,Defender,24,20.216882006591,1,1,0,960,97,1
1449,2012,38,219,304,25,9,21391,255,1973-12-19,182,85,Delhi,High,84,87,89,Defender,28,20.27787684624738,3,4,1,50,58,1
1450,2000,52,160,1046,21,49,10613,211,1973-12-20,192,88,Mumbai,High,35,60,65,Defender,30,19.002127104555377,1,3,0,439,73,0
1451,2016,92,198,2373,2,0,18854,326,1973-12-21,169,56,Chennai,High,52,94,59,Forward,20,27.368188719366064,3,4,0,652,56,0
1452,2004,61,176,302,26,45,17386,297,1973-12-22,152,98,Delhi,Low,56,72,89,Forward,18,26.96625025935894,2,1,1,828,59,0
1453,2021,27,357,2016,13,45,29564,359,1973-12-23,171,55,Hyderabad,High,37,76,94,Forward,24,23.62160159996902,3,1,0,794,46,0
1454,2017,32,363,1745,4,30,33023,347,1973-12-24,164,80,Delhi,Low,42,36,94,Midfielder,39,18.972043379430204,2,2,0,908,25,1
1455,2002,76,458,1309,29,15,11797,255,1973-12-25,177,70,Delhi,Medium,81,59,89,Defender,20,28.303861794817188,2,1,1,236,67,0
1456,2007,88,410,2072,13,14,39818,175,1973-12-26,166,70,Bangalore,Medium,77,38,65,Forward,39,21.06080254115372,3,1,0,494,94,0
1457,2011,7,17,1981,4,25,31150,122,1973-12-27,199,50,Delhi,High,47,37,56,Forward,38,22.019203203962537,2,4,1,811,8,1
1458,2021,61,247,2922,6,13,8942,50,1973-12-28,167,59,Chennai,High,52,75,71,Defender,24,25.247081105620758,2,3,0,75,25,0
1459,2020,98,130,1419,37,49,22258,490,1973-12-29,152,66,Chennai,Low,49,34,58,Forward,26,25.958111449580002,1,4,0,206,95,1
1460,2002,28,111,61,25,19,25912,55,1973-12-30,179,54,Hyderabad,Low,94,79,77,Midfielder,37,25.439825005138164,1,1,0,430,94,1
1461,2008,41,249,1739,23,19,49454,108,1973-12-31,193,66,Hyderabad,Medium,79,80,93,Goalkeeper,35,23.992769125464168,2,1,1,764,90,0
1462,2021,89,156,2786,18,3,15922,1,1974-01-01,171,83,Hyderabad,High,65,48,61,Midfielder,20,26.055056851906826,2,1,0,555,94,0
1463,2023,54,72,697,17,5,34707,263,1974-01-02,161,84,Chennai,Medium,77,94,89,Forward,19,28.937240773731922,2,1,1,855,95,0
1464,2003,76,363,2370,37,36,40706,101,1974-01-03,168,61,Chennai,Medium,36,30,71,Defender,34,20.500191730607963,2,2,0,754,90,1
1465,2013,27,386,68,30,47,15534,138,1974-01-04,154,65,Mumbai,Low,66,48,67,Goalkeeper,34,22.896134793666995,2,2,0,827,90,0
1466,2016,48,474,1815,33,44,24138,494,1974-01-05,165,75,Bangalore,High,64,39,69,Forward,37,22.404373623004236,3,3,1,921,33,1
1467,2013,72,393,2751,24,34,26286,177,1974-01-06,170,50,Delhi,Low,53,50,86,Midfielder,36,26.3621150729815,3,2,1,222,10,0
1468,2021,46,31,2627,7,0,35092,403,1974-01-07,183,82,Delhi,High,98,64,57,Goalkeeper,19,25.72200232541852,3,3,1,968,42,0
1469,2011,68,35,2179,6,5,8676,189,1974-01-08,190,91,Chennai,Low,63,89,60,Midfielder,33,22.71880242541752,3,3,0,95,97,0
1470,2011,60,138,2703,7,44,30745,7,1974-01-09,164,98,Mumbai,Medium,45,36,95,Midfielder,30,25.427755323819547,2,3,0,529,14,0
1471,2003,46,84,1292,27,46,2967,81,1974-01-10,180,85,Chennai,High,34,51,84,Goalkeeper,31,24.144116434981537,2,1,0,961,49,0
1472,2010,5,228,328,6,10,28010,108,1974-01-11,179,63,Hyderabad,Low,41,42,51,Forward,35,18.84322863512647,2,2,1,766,76,0
1473,2014,96,341,877,34,18,23932,5,1974-01-12,153,53,Chennai,High,84,49,77,Defender,28,21.64845458391832,1,2,0,853,86,0
1474,2000,0,30,2854,11,34,41439,478,1974-01-13,185,68,Mumbai,Medium,91,82,88,Defender,34,18.86846962691905,1,3,1,250,56,1
1475,2004,84,478,2310,13,27,27106,427,1974-01-14,173,70,Mumbai,High,73,42,91,Defender,28,27.228495807775793,3,2,0,61,43,0
1476,2017,0,413,227,18,2,40895,58,1974-01-15,155,63,Chennai,High,96,66,87,Goalkeeper,39,22.682537880657915,2,1,0,535,26,0
1477,2014,16,267,2126,27,22,39951,277,1974-01-16,170,62,Delhi,High,52,37,97,Goalkeeper,37,22.412541974319883,1,3,1,188,20,0
1478,2024,36,70,704,3,9,18493,281,1974-01-17,154,75,Chennai,High,72,81,50,Midfielder,30,27.846047325765838,3,4,1,285,46,0
1479,2019,52,271,2173,20,47,32441,252,1974-01-18,197,76,Delhi,Low,87,35,63,Forward,19,20.88211706240385,1,4,0,165,69,0
1480,2015,85,347,1918,31,0,26513,308,1974-01-19,195,52,Mumbai,Low,76,48,62,Goalkeeper,21,21.96326978625551,2,4,0,484,63,1
1481,2007,12,155,2154,34,17,33753,329,1974-01-20,178,94,Delhi,Medium,37,84,56,Midfielder,33,19.559306538821065,2,2,1,819,59,1
1482,2022,17,404,2303,15,38,48874,192,1974-01-21,163,50,Hyderabad,High,74,52,71,Defender,39,28.915529709591475,3,4,0,883,2,0
1483,2020,82,356,1080,24,44,30145,180,1974-01-22,162,87,Bangalore,High,96,70,56,Defender,28,27.96506436088672,3,1,1,491,77,1
1484,2018,70,71,2125,1,49,43870,106,1974-01-23,151,75,Delhi,Medium,51,48,91,Midfielder,25,27.05496795056569,3,2,1,374,75,0
1485,2018,23,122,2270,11,41,35293,350,1974-01-24,170,92,Hyderabad,Low,60,86,85,Midfielder,32,25.704440355671025,3,4,1,955,23,0
1486,2013,58,301,1482,33,41,18753,482,1974-01-25,164,79,Delhi,High,86,64,87,Goalkeeper,23,18.580568171731784,1,1,1,294,36,0
1487,2017,16,210,716,9,1,21497,416,1974-01-26,167,55,Bangalore,Medium,94,65,66,Goalkeeper,21,25.124978526630635,3,3,1,542,20,1
1488,2016,54,335,1193,35,7,25180,43,1974-01-27,173,90,Hyderabad,Medium,77,79,77,Defender,35,27.49043604860615,3,2,1,207,75,1
1489,2004,35,458,2122,4,30,24623,54,1974-01-28,157,76,Bangalore,High,60,91,65,Defender,22,28.188720395156565,3,4,1,228,50,0
1490,2014,55,336,2908,7,8,7167,126,1974-01-29,193,78,Delhi,Medium,33,40,56,Forward,18,19.1341272184843,2,4,1,407,50,0
1491,2017,20,50,695,23,16,35302,66,1974-01-30,162,91,Mumbai,Medium,74,49,86,Defender,32,27.05519586781389,3,1,1,535,90,1
1492,2000,81,287,96,25,39,25559,355,1974-01-31,164,69,Hyderabad,Medium,96,89,77,Defender,36,22.10240805542543,1,1,0,296,16,0
